Date;Open;High;Low;Close;Adj Close;Volume
15/02/2019;40.737499;40.967499;39.105;39.334999;39.032894;151674800
19/02/2019;39.227501;39.9725;39.035;39.16;38.859234;55189200
20/02/2019;39.455002;40.314999;39.342499;39.637501;39.333073;54098800
21/02/2019;39.764999;40.012501;38.794998;38.942501;38.64341;44854800
22/02/2019;39.465;39.987499;39.327499;39.797501;39.491844;40174000
25/02/2019;40.639999;41.32;39.584999;39.672501;39.367809;65602000
26/02/2019;39.625;40.189999;38.9375;39.275002;38.973347;48846400
27/02/2019;39.130001;39.397499;38.2775;38.852501;38.554108;50025600
28/02/2019;38.75;38.974998;38.34;38.564999;38.308243;32494400
01/03/2019;39.067501;39.537498;38.48;39.112499;38.852112;35718800
04/03/2019;39.5;39.73;38.625;39.195;38.934052;40999200
05/03/2019;39.037498;39.514999;38.490002;39.130001;38.869492;36292400
06/03/2019;39.040001;39.125;37.985001;38.012501;37.75943;40352400
07/03/2019;37.775002;37.872501;36.849998;37.314999;37.066578;45010400
08/03/2019;36.415001;37.767502;36.200001;37.66;37.409283;42241600
11/03/2019;37.897499;40.514999;37.422501;40.285;40.0168;85972800
12/03/2019;40.564999;41.0975;39.797501;40.630001;40.359501;57957600
13/03/2019;41.0075;42.450001;40.932499;42.154999;41.874344;76890000
14/03/2019;42.247501;42.3675;41.3125;41.389999;41.114441;51938400
15/03/2019;41.825001;42.8825;41.790001;42.452499;42.169868;66148400
18/03/2019;42.77;43.3125;41.965;42.237499;41.956306;48699200
19/03/2019;43.189999;44.375;43.02;43.927502;43.635044;85497200
20/03/2019;44.220001;44.7575;43.25;43.599998;43.309723;71914800
21/03/2019;43.8325;46.25;43.782501;45.985001;45.678852;82431200
22/03/2019;45.709999;46.200001;44.235001;44.375;44.079559;74764400
25/03/2019;43.965;44.612499;42.7775;43.445;43.155762;52521200
26/03/2019;44.872501;45.4375;43.650002;44.217499;43.923111;70350800
27/03/2019;44.474998;44.942501;43.424999;44.125;43.831238;47437200
28/03/2019;44.387501;44.974998;43.7775;44.3125;44.017487;48026400
29/03/2019;44.985001;45.134998;44.477501;44.889999;44.591137;45689600
01/04/2019;45.814999;45.875;45.092499;45.57;45.266613;48382400
02/04/2019;45.8125;46.197498;45.380001;45.75;45.445419;44092000
03/04/2019;46.25;47.75;46.200001;47.154999;46.841057;78350400
04/04/2019;47;47.4925;46.432499;47.064999;46.751652;45737600
05/04/2019;47.5;47.912498;47.1325;47.737499;47.419674;48174400
08/04/2019;47.43;48.200001;47.1875;47.947498;47.628288;42419200
09/04/2019;47.610001;47.7225;46.889999;47.314999;46.999996;43997200
10/04/2019;47.307499;48.285;47.262501;48.025002;47.705276;44477200
11/04/2019;48.049999;48.3675;47.387501;47.884998;47.566204;37460000
12/04/2019;48.275002;48.314999;47.415001;47.502499;47.186237;47170800
15/04/2019;47.424999;47.474998;45.775002;46.174999;45.867584;44009200
16/04/2019;46.57;47.2425;46.240002;47.052502;46.739243;39496400
17/04/2019;47.404999;47.615002;46.5975;46.822498;46.510769;35100400
18/04/2019;46.889999;47.232498;46.294998;46.575001;46.264927;38098800
22/04/2019;46.337502;47.275002;46.02;47.1175;46.803806;27993600
23/04/2019;47.25;47.982498;47.1525;47.6675;47.350147;34685600
24/04/2019;47.772499;48.202499;47.16;47.7925;47.474319;31820400
25/04/2019;47.387501;47.612499;45.924999;46.727501;46.416409;49929600
26/04/2019;45.177502;45.2225;43.325001;44.522499;44.226089;86898800
29/04/2019;44.602501;45.112499;43.875;44.8325;44.534027;39192000
30/04/2019;44.5075;45.5075;44.314999;45.25;44.948757;36292000
01/05/2019;45.7775;46.202499;45.115002;45.1175;44.817127;35428000
02/05/2019;45.215;46.217499;44.779999;45.797501;45.492599;39468400
03/05/2019;45.8825;45.982498;45.1325;45.752499;45.447899;33682400
06/05/2019;43.875;45.084999;43.5;44.962502;44.663162;42217600
07/05/2019;44.474998;44.474998;42.7925;43.2775;42.989372;55522000
08/05/2019;43;44.287498;42.880001;43.48;43.190514;41916800
09/05/2019;42.785;42.8825;41.349998;42.547501;42.26424;66024800
10/05/2019;42.237499;42.897499;41;42.205002;41.924023;56950000
13/05/2019;40.875;41.107498;39.452499;39.612499;39.348778;65691200
14/05/2019;40.012501;40.865002;39.622501;40.509998;40.240292;52488000
15/05/2019;39.950001;40.262501;39.352501;39.895;39.629402;50232000
16/05/2019;39.84;40.477501;39.412498;40.047501;39.78088;78108800
17/05/2019;39.625;40.927502;38.735001;39.1325;38.871979;102206800
20/05/2019;38.137501;38.692501;37.6875;37.9375;37.684925;57206400
21/05/2019;38.549999;38.924999;38.16;38.764999;38.506912;36184800
22/05/2019;38.375;38.637501;37.939999;38.049999;37.796684;32586800
23/05/2019;37.422501;37.422501;36.227501;36.830002;36.584797;59184400
24/05/2019;37.02;37.375;36.220001;36.287498;36.045914;35758400
28/05/2019;36.465;36.794998;35.8125;35.8325;35.593937;42835600
29/05/2019;35.352501;35.705002;34.735001;35.084999;34.851414;55980000
30/05/2019;35.077499;35.4375;34.392502;34.7775;34.585403;39430000
31/05/2019;34.285;34.962502;33.8475;33.865002;33.677937;38972000
03/06/2019;33.977501;34.3675;33.150002;33.445;33.260258;47864400
04/06/2019;34.09;35.802502;33.8675;35.75;35.552532;64183600
05/06/2019;36.4925;36.547501;34.955002;35.32;35.124897;51161600
06/06/2019;35.362499;36.192501;35.337502;35.945;35.746449;40814000
07/06/2019;36.005001;36.720001;35.8125;36.375;36.174076;34885600
10/06/2019;36.939999;37.797501;36.939999;37.107498;36.902523;40278000
11/06/2019;37.709999;38.09;37.290001;37.6875;37.479317;38387200
12/06/2019;37.25;37.3125;36.397499;36.549999;36.348103;35889200
13/06/2019;36.772499;37.25;36.595001;37.064999;36.86026;30808000
14/06/2019;36.127499;36.372501;35.709999;36.16;35.960262;39442800
17/06/2019;36.142502;36.630001;35.912498;36.2575;36.05722;27604000
18/06/2019;36.875;38.7775;36.764999;38.220001;38.008869;58192000
19/06/2019;38.575001;38.689999;38.017502;38.279999;38.06855;33164400
20/06/2019;39.192501;39.3325;38.380001;38.525002;38.312206;35016800
21/06/2019;38.375;38.869999;37.875;37.939999;37.730431;43442800
24/06/2019;38.154999;38.462502;37.68;38.165001;37.954185;28294800
25/06/2019;38.215;38.970001;37.842499;37.869999;37.660809;31186800
26/06/2019;39.1525;40.43;39.022499;39.814999;39.595066;58407200
27/06/2019;40.677502;41;40.314999;40.807499;40.582085;44544000
28/06/2019;41.25;41.342499;40.587502;41.057499;40.830704;39766800
01/07/2019;43.142502;43.487499;41.165001;41.5425;41.313023;70975600
02/07/2019;41.375;41.587502;40.424999;40.557499;40.333458;40022800
03/07/2019;40.7925;40.849998;40.084999;40.6875;40.462746;24663600
05/07/2019;40.099998;40.145;39.419998;40.057499;39.836227;39655200
08/07/2019;39.4575;39.647499;39;39.302502;39.0854;32978800
09/07/2019;38.877499;39.610001;38.75;39.327499;39.11026;34286000
10/07/2019;39.764999;40.592499;39.625;40.014999;39.793968;45207600
11/07/2019;40.75;41.98;40.375;41.57;41.340374;68256000
12/07/2019;41.849998;42.6175;41.849998;41.9025;41.671032;50639200
15/07/2019;42.115002;42.2775;41.532501;41.817501;41.58651;28984000
16/07/2019;41.6675;42.0425;41.209999;41.77;41.53928;34144400
17/07/2019;41.787498;42.497501;41.4925;42.427502;42.193142;34820400
18/07/2019;42.532501;43.177502;41.962502;42.544998;42.309986;44219200
19/07/2019;42.93;42.994999;42.049999;42.110001;41.877396;34489600
22/07/2019;42.325001;42.959999;42.25;42.830002;42.593426;31594000
23/07/2019;43.224998;43.935001;43.067501;43.915001;43.672424;42817600
24/07/2019;44.349998;44.7225;43.584999;44.665001;44.418282;36623600
25/07/2019;44.247501;44.375;43.110001;43.345001;43.105568;39270000
26/07/2019;43.6175;44.237499;43.6175;43.767502;43.525734;27416000
29/07/2019;43.695;43.8675;42.817501;43.705002;43.463585;24816000
30/07/2019;43.237499;43.985001;43.092499;43.862499;43.620209;19777200
31/07/2019;43.544998;43.555;41.755001;42.18;41.947006;35941600
01/08/2019;42.285;43.195;40.705002;41.23;41.002251;42121200
02/08/2019;40.297501;40.994999;39.82;40.297501;40.074913;42834800
05/08/2019;38.450001;38.462502;37.224998;37.697498;37.489277;58915600
06/08/2019;38.450001;38.907501;37.607498;38.087502;37.877106;36127200
07/08/2019;37.474998;38.592499;37.299999;38.4725;38.259987;37256000
08/08/2019;39.052502;39.577499;38.474998;39.564999;39.346447;30930000
09/08/2019;39.1525;39.1875;38.037498;38.544998;38.332085;34181600
12/08/2019;38.02;38.544998;37.642502;37.862499;37.653355;27920000
13/08/2019;37.8475;39.474998;37.455002;39.012501;38.797005;35195600
14/08/2019;38.125;38.237499;37.077499;37.517502;37.310265;41988000
15/08/2019;37.7075;37.907501;36.8475;37.192501;36.987057;47720000
16/08/2019;39.837502;40.384998;39.220001;39.889999;39.669655;100796000
19/08/2019;41.029999;42.855;40.8675;42.695;42.45916;81511200
20/08/2019;42.639999;42.645;41.755001;41.967499;41.735687;46318800
21/08/2019;42.6325;43.362499;42.415001;42.807499;42.571033;42724400
22/08/2019;42.904999;43.3325;42.474998;42.869999;42.633194;30348800
23/08/2019;42.099998;42.647499;40.41;40.610001;40.385681;56805600
26/08/2019;41.4025;41.645;40.977501;41.362499;41.134018;31820800
27/08/2019;41.747501;41.775002;40.154999;40.450001;40.22657;29096800
28/08/2019;40.145;40.834999;39.75;40.305;40.122047;25561200
29/08/2019;41.224998;42.075001;41.189999;41.75;41.560482;35797600
30/08/2019;42.215;42.715;41.695;41.877499;41.687401;29061600
03/09/2019;41.145;41.477501;40.8125;41.0425;40.856194;29614000
04/09/2019;41.6525;42.264999;41.6525;42.189999;41.998489;22772800
05/09/2019;43.217499;44.997501;43.200001;44.935001;44.731026;69567600
06/09/2019;44.700001;45.272499;44.279999;44.662498;44.459763;37697600
09/09/2019;44.974998;45.994999;44.959999;45.125;44.920166;41752400
10/09/2019;44.794998;46.0625;44.697498;45.794998;45.58712;35281200
11/09/2019;45.942501;46.567501;45.650002;46.0825;45.873318;36151200
12/09/2019;46.549999;47.099998;45.987499;46.067501;45.858387;32784000
13/09/2019;45.397499;45.77;45.044998;45.485001;45.27853;32459200
16/09/2019;44.73;45.400002;44.625;45.052502;44.847996;23183200
17/09/2019;45.119999;45.310001;44.6525;45.267502;45.062016;22304800
18/09/2019;45.197498;45.355;44.125;44.994999;44.790749;25815200
19/09/2019;45.055;45.240002;44.127499;44.235001;44.034203;24547600
20/09/2019;44.224998;44.462502;43.07;43.172501;42.976528;35024400
23/09/2019;43.174999;44.1675;43.137501;43.709999;43.511585;24971200
24/09/2019;44.025002;44.322498;42.775002;43.1325;42.93671;31726800
25/09/2019;43.127499;44.755001;42.677502;44.557499;44.355236;30843200
26/09/2019;44.459999;44.547501;43.822498;44.334999;44.133751;23456400
27/09/2019;43.915001;44.424999;42.330002;42.939999;42.745083;36205600
30/09/2019;43.200001;43.619999;42.884998;43.517502;43.319962;18618400
01/10/2019;43.75;45.25;43.452499;43.5;43.30254;36600800
02/10/2019;43.279999;43.400002;42.532501;43.259998;43.063622;29337200
03/10/2019;43.305;45.389999;43;45.327499;45.121746;45058800
04/10/2019;45.349998;45.787498;44.695;45.4925;45.285999;26552400
07/10/2019;46.145;47.084999;46.057499;46.0825;45.873318;48098400
08/10/2019;45.16;45.16;44.125;44.307499;44.106365;44443600
09/10/2019;45.080002;45.674999;44.790001;45.177502;44.972424;29241200
10/10/2019;45.154999;46.27;45.102501;45.7575;45.549793;30912400
11/10/2019;46.602501;47.334999;46.412498;46.497501;46.28643;44640400
14/10/2019;46.41;46.842499;46.0975;46.6325;46.420822;20004000
15/10/2019;47.540001;49.822498;47.400002;49.092499;48.869652;66412400
16/10/2019;48.75;49.805;48.4375;48.552502;48.332104;42894400
17/10/2019;49;49.452499;48.025002;48.572498;48.352009;26343600
18/10/2019;48.577499;48.904999;46.875;47.622501;47.406326;30744000
21/10/2019;48.240002;49.137501;48.049999;49.002499;48.78006;26186800
22/10/2019;49.575001;50.6325;48.825001;48.9025;48.680515;32872000
23/10/2019;48.077499;48.915001;47.7575;48.772499;48.551102;27991600
24/10/2019;49.1875;49.552502;48.845001;49.215;48.9916;23202000
25/10/2019;50.025002;51.345001;49.947498;51.134998;50.902882;42309200
28/10/2019;51.575001;52.224998;51.279999;51.697498;51.462833;33079200
29/10/2019;51.557499;51.622501;50.535;50.73;50.499714;21123600
30/10/2019;51;51.057499;50.064999;50.75;50.51963;20596000
31/10/2019;50.540001;50.75;49.452499;50.255001;50.026871;20973200
01/11/2019;49.900002;50.9725;49.647499;50.647499;50.417599;28364000
04/11/2019;51.462502;52.75;51.23;52.625;52.386112;37671600
05/11/2019;52.622501;52.884998;51.919998;52.4025;52.164635;30086800
06/11/2019;52.16;52.4175;51.0275;51.907501;51.671867;26901200
07/11/2019;52.7775;52.924999;51.634998;52.084999;51.848568;28034000
08/11/2019;51.915001;52.262501;51.537498;51.945;51.709206;18910000
11/11/2019;51.9375;52.2775;51.07;52.044998;51.808743;24343600
12/11/2019;52.43;52.965;52.077499;52.4025;52.164635;28350400
13/11/2019;52.087502;52.365002;51.474998;52.142502;51.905811;30018800
14/11/2019;52.232498;52.470001;51.630001;52.447498;52.209415;51808000
15/11/2019;52.424999;52.945;50.16;51.047501;50.815781;105362800
18/11/2019;50.9725;53.337502;50.942501;53.07;52.829109;57458800
19/11/2019;52.7575;52.994999;51.412498;51.997501;51.761467;41456400
20/11/2019;51.767502;53.637501;51.639999;52.794998;52.555344;47258800
21/11/2019;52.75;53.310001;52.327499;52.544998;52.30648;28838800
22/11/2019;52.772499;53.240002;52.485001;52.7225;52.48317;22410000
25/11/2019;54.009998;55.352501;53.880001;55.302502;55.051468;50647600
26/11/2019;55.125;55.172501;54.185001;54.25;54.003735;38524400
27/11/2019;54.6675;55.012501;54.294998;54.560001;54.352409;21578400
29/11/2019;54.25;54.535;53.945;54.185001;53.978832;14155600
02/12/2019;54.115002;54.25;52.16;52.3125;52.113457;37203600
03/12/2019;50.467499;51.955002;50.092499;51.915001;51.717472;46523200
04/12/2019;52.755001;52.98;52.067501;52.355;52.1558;27342400
05/12/2019;52.575001;52.732498;51.877499;52.185001;51.98645;18488400
06/12/2019;52.880001;53.372501;52.779999;53.0425;52.840675;23223600
09/12/2019;52.8125;53.592499;52.724998;53.0425;52.840675;21188000
10/12/2019;53.345001;54.014999;52.814999;53.494999;53.291458;25638800
11/12/2019;53.599998;54.389999;53.575001;54.334999;54.128273;23379600
12/12/2019;54.044998;56.200001;53.955002;56.017502;55.804371;40434800
13/12/2019;56.047501;57.244999;55.455002;55.997501;55.784431;45470400
16/12/2019;56.474998;57.014999;56.192501;56.287498;56.073338;32097600
17/12/2019;56.474998;57.299999;56.380001;57.072498;56.85535;32119600
18/12/2019;57.422501;57.985001;57.337502;57.377499;57.159187;34354800
19/12/2019;57.724998;59;57.674999;58.865002;58.641029;44536000
20/12/2019;59.532501;60.0975;59.34;59.842499;59.614807;60304400
23/12/2019;60.130001;60.452499;59.5975;59.705002;59.477837;35506000
24/12/2019;59.549999;59.827499;59.205002;59.654999;59.428024;13886400
26/12/2019;59.689999;60.080002;59.5;59.797501;59.569981;18285200
27/12/2019;59.950001;60.084999;58.952499;59.217499;58.992184;25464400
30/12/2019;58.997501;59.049999;57.764999;58.080002;57.85902;25805600
31/12/2019;57.724998;58.919998;57.532501;58.825001;58.601192;23100400
02/01/2020;59.6875;59.977501;59.18;59.977501;59.749302;23753600
03/01/2020;58.775002;59.4575;58.525002;59.017502;58.79295;20538400
06/01/2020;58.080002;59.317501;57.817501;59.264999;59.039505;26263600
07/01/2020;59.549999;60.442501;59.0975;59.982498;59.754265;31485600
08/01/2020;59.939999;60.509998;59.537498;60.095001;59.866352;27710800
09/01/2020;60.962502;61.482498;60.215;60.755001;60.523838;25511200
10/01/2020;61.8325;62.137501;60.9375;61.080002;60.847607;31629600
13/01/2020;61.915001;63.247501;61.6875;62.994999;62.755314;31984000
14/01/2020;62.564999;62.82;61.6875;61.82;61.584789;35908800
15/01/2020;61.947498;62.172501;61.1325;61.392502;61.158913;26310400
16/01/2020;61.93;62.2925;61.695;62.232498;61.995712;28419200
17/01/2020;62.424999;62.5;61.842499;62.32;62.082882;25379200
21/01/2020;61.952499;62.322498;61.642502;61.985001;61.749153;21791600
22/01/2020;62.439999;63.397499;62.25;62.5275;62.2896;23924000
23/01/2020;62.93;63.299999;62.037498;63.215;62.97448;24451600
24/01/2020;64.375;64.875;62.075001;62.619999;62.381733;37351200
27/01/2020;59.560001;60.5625;58.057499;60.049999;59.821522;47053600
28/01/2020;60.712502;62.317501;60.177502;61.9925;61.756622;31097600
29/01/2020;61.8475;62.209999;60.985001;61.384998;61.151432;25884800
30/01/2020;60.4025;61.587502;59.849998;61.452499;61.218678;29050400
31/01/2020;60.9925;61.112499;58.6875;59.107498;58.882603;37042000
03/02/2020;58.924999;60.2775;58.862499;60.0825;59.853889;25556400
04/02/2020;61.5075;61.974998;61.005001;61.782501;61.547432;27154400
05/02/2020;62.997501;63.099998;61.852501;62.689999;62.451473;20822000
06/02/2020;63.035;63.5625;62.220001;63.5625;63.320652;21828400
07/02/2020;63.16;63.3825;62.642502;62.897499;62.658188;18975200
10/02/2020;63.125;65.75;63.075001;65.7425;65.492371;52960800
11/02/2020;66.830002;68.125;66.207497;66.972504;66.717667;63855600
12/02/2020;67.502502;68.199997;67.112503;68.135002;67.87574;37464400
13/02/2020;67.552498;68.370003;67.277496;67.695;67.437447;52801600
14/02/2020;71.815002;73.7425;71.5;72.447502;72.171844;104192400
18/02/2020;71.410004;74.327499;71.214996;74.142502;73.860397;62016400
19/02/2020;75.372498;78.852501;75.372498;78.675003;78.375664;69433200
20/02/2020;78.192497;79.080002;74.087502;77.175003;76.881363;81005200
21/02/2020;76.047501;76.300003;72.665001;73.517502;73.237778;76818000
24/02/2020;67.547501;70.467499;67;68.32;68.060051;85691600
25/02/2020;69.074997;69.697502;64.489998;65.512497;65.263229;105549600
26/02/2020;65.514999;68.862503;65.5;66.912498;66.657906;74773200
27/02/2020;63.724998;66.75;62.2225;63.150002;62.947357;90641600
28/02/2020;60.615002;68.114998;60.447498;67.517502;67.30085;113325200
02/03/2020;69.224998;69.397499;65.25;69.107498;68.885742;89074400
03/03/2020;69.667503;70.267502;65.614998;66.472504;66.259193;65279200
04/03/2020;67.550003;71.222504;66.800003;71.127502;70.899269;59740800
05/03/2020;69.125;70.800003;67.875;68.322502;68.103256;54032800
06/03/2020;66.519997;67.097504;64.5;66.510002;66.29657;51541200
09/03/2020;59.974998;64.849998;59.544998;61.360001;61.163101;61416000
10/03/2020;64.135002;65.269997;61.497501;65.269997;65.060539;58064800
11/03/2020;63.865002;64.150002;60.642502;61.6175;61.419769;49996400
12/03/2020;56.365002;59.029999;53.950001;54.077499;53.903969;81654000
13/03/2020;57.625;60.255001;54.9025;60.209999;60.016785;63483600
16/03/2020;53.102501;56.525002;48.5;49.099998;48.942436;72697200
17/03/2020;50.227501;55.215;47.75;54.317501;54.143188;83363200
18/03/2020;50.025002;52.485001;45.169998;50.705002;50.542294;87426800
19/03/2020;50.490002;54.182499;48.3475;53.2425;53.071644;76551200
20/03/2020;54.75;57.580002;51.282501;51.4375;51.272442;80463600
23/03/2020;51.427502;54.119999;49.630001;53.172501;53.001873;64387600
24/03/2020;57.25;63.165001;57.012501;62.294998;62.095089;110164400
25/03/2020;63.450001;65.455002;60.915001;61.404999;61.207954;79343200
26/03/2020;63.485001;65.555;62.5;64.309998;64.10363;69610800
27/03/2020;62.5;65.779999;62.169998;63.182499;62.979748;63882800
30/03/2020;63.84;66.489998;63.397499;66.397499;66.184433;60225200
31/03/2020;66.800003;68.849998;64.4375;65.900002;65.688515;94996000
01/04/2020;63.912498;65.3825;60.32;60.767502;60.572498;65691200
02/04/2020;61.060001;64;60.577499;63.8675;63.662556;67576400
03/04/2020;63.490002;63.907501;59.5975;60.977501;60.781826;66321200
06/04/2020;63.810001;67.470001;63.232498;67.099998;66.884666;72788400
07/04/2020;69.324997;69.5625;64.324997;64.7575;64.549713;78452000
08/04/2020;65.852501;66.987503;65.150002;66.737503;66.523346;54244400
09/04/2020;68;68.230003;65.105003;65.737503;65.526558;52556400
13/04/2020;65.137497;67.550003;64.25;67.462502;67.24601;39840800
14/04/2020;68.75;71.330002;68.472504;70.987503;70.759705;53094800
15/04/2020;69.300003;71.042503;68.845001;70.209999;69.984688;36614800
16/04/2020;71.769997;74.75;71.637497;73.675003;73.438583;74562000
17/04/2020;74.5;74.714996;71.735001;73.080002;72.84549;53912000
20/04/2020;71.809998;73.375;71.317497;71.762497;71.532219;44938800
21/04/2020;70.577499;71.192497;66.777496;67.377502;67.161285;73516000
22/04/2020;69.307503;71.967499;68.849998;71.537498;71.307938;48335600
23/04/2020;71.959999;73.285004;70.75;71.002502;70.774651;42416000
24/04/2020;70.900002;72.417503;70.150002;72.397499;72.165169;35232800
27/04/2020;73.747498;75.875;73.5;74.269997;74.031677;47938800
28/04/2020;75.75;76.050003;72.785004;72.839996;72.606247;44290400
29/04/2020;74.192497;75.144997;73.4375;74.614998;74.375565;37916000
30/04/2020;74.072502;74.614998;72.93;73.07;72.835518;37591600
01/05/2020;71.087502;72.224998;70.209999;70.695;70.468132;34209600
04/05/2020;70.220001;72.959999;70.220001;72.822502;72.588814;31755600
05/05/2020;73.8675;75.067497;72.822502;73.434998;73.199356;36889600
06/05/2020;74.232498;75.5;73.852501;74.447502;74.208611;32346400
07/05/2020;75.845001;76.852501;75.330002;76.217499;75.972916;37373200
08/05/2020;76.9375;78.1875;76.597504;78.125;77.874306;33921600
11/05/2020;78.074997;81.125;77.787498;80.654999;80.396179;46906000
12/05/2020;81.235001;81.724998;77.927498;78.025002;77.774612;49306000
13/05/2020;79.175003;80.785004;75.947502;77.800003;77.550346;62585200
14/05/2020;78.417503;80.360001;76.875;80.305;80.047295;60231200
15/05/2020;78.897499;85.004997;78.739998;84.907501;84.635048;98766000
18/05/2020;87.605003;89.165001;86.805;87.502502;87.22171;77446000
19/05/2020;87.902496;90.875;87.627502;88.055;87.77243;71732000
20/05/2020;89.910004;90.43;88.887497;89.699997;89.41214;58753600
21/05/2020;90.514999;90.525002;87.375;87.752502;87.470909;76106800
22/05/2020;88.252502;90.93;87.1325;90.262497;89.972855;103876400
26/05/2020;91.567497;91.817497;86.720001;87.177498;86.897736;77078000
27/05/2020;86.25;86.327499;79.967499;85.252502;84.97892;117589200
28/05/2020;84.122498;87.605003;83.792503;84.870003;84.597656;73489600
29/05/2020;85.544998;88.754997;84.849998;88.754997;88.470184;74525600
01/06/2020;88.332497;88.407501;86.894997;88.0625;87.779907;38987600
02/06/2020;87.962502;88.372498;86.580002;88.252502;87.969307;39132000
03/06/2020;88.222504;88.662498;87;87.695;87.413589;36544000
04/06/2020;87.279999;89.432503;86.775002;87.665001;87.423561;42428000
05/06/2020;87.945;89.970001;87.080002;89.199997;88.95433;48174800
08/06/2020;88.772499;88.897499;86.857498;88.050003;87.80751;38773600
09/06/2020;88;91.097504;87.512497;90.459999;90.210854;46848800
10/06/2020;91.677498;95;91.535004;93.667503;93.409538;63218000
11/06/2020;91.5;92.612503;87.860001;87.962502;87.720253;58365200
12/06/2020;91.625;91.872498;87.032501;89.324997;89.078995;57090800
15/06/2020;88.152496;91.822502;87.4375;91.737503;91.484856;40000400
16/06/2020;92.25;92.667503;88.387497;90.684998;90.435242;53571600
17/06/2020;91.137497;92.989998;90.702499;92.360001;92.105629;40830400
18/06/2020;92.269997;92.824997;91.144997;92.18;91.926132;25440800
19/06/2020;92.425003;94.449997;92.272499;92.612503;92.357445;52416000
22/06/2020;93;95.3125;92.732498;95.267502;95.005127;39846800
23/06/2020;95.510002;96.425003;94.074997;94.5;94.239731;37510800
24/06/2020;94.762497;95.565002;91.445;92.355003;92.100647;44937200
25/06/2020;93.557503;95.050003;91.822502;94.900002;94.638634;37607200
26/06/2020;95;95;91.25;91.550003;91.297859;59208400
29/06/2020;91.697502;92.044998;89;92;91.74662;34224800
30/06/2020;93.139999;95.262497;92.665001;94.977501;94.715935;36789200
01/07/2020;95.207497;95.7575;94.129997;95.300003;95.037544;32664800
02/07/2020;96.389999;97.375;95.782501;96.122498;95.857765;36405600
06/07/2020;97.417503;99.087502;97.125;98.392502;98.121498;31589200
07/07/2020;99.462502;100.699997;98.5075;98.717499;98.445618;35780000
08/07/2020;99.9375;102.25;99.654999;102.160004;101.878647;36548000
09/07/2020;103.802498;105.699997;102.334999;105.089996;104.800568;49454800
10/07/2020;105.887497;106.552498;103.787498;104.792503;104.503906;49767600
13/07/2020;105.949997;107.922501;100.25;100.522499;100.245651;45707600
14/07/2020;100.75;104.027496;97.855003;103.769997;103.484192;54267600
15/07/2020;104.142502;104.330002;100.557503;102.272499;101.990837;40398400
16/07/2020;100.150002;102.067497;98.955002;101.347504;101.068375;34496400
17/07/2020;102.254997;102.485001;100.877502;102.014999;101.734039;26628400
20/07/2020;102.7425;105.3125;101.567497;105.107498;104.818024;28485200
21/07/2020;105.129997;105.599998;102.8675;103.285004;103.000549;27703600
22/07/2020;103.675003;106.025002;102.915001;104.387497;104.100014;36729200
23/07/2020;104.5;105.470001;100.3125;101.297501;101.018509;41166000
24/07/2020;98.75;103.647499;97.769997;101.945;101.66423;47329200
27/07/2020;102.322502;104.417503;102.177498;104.214996;103.927986;29213200
28/07/2020;103.7425;103.82;102.092499;102.154999;101.873665;27163600
29/07/2020;103.907501;105.162498;103.470001;104.654999;104.366776;28450800
30/07/2020;103.75;106.230003;102.952499;106.139999;105.847694;30888000
31/07/2020;105.6325;107.665001;104.330002;106.147499;105.855164;38608000
03/08/2020;107.324997;110.987503;107.152496;110.102501;109.799278;41272000
04/08/2020;110.5;112.277496;109.059998;112.277496;111.968277;31033600
05/08/2020;112.440002;113.717499;111.662498;112.8675;112.556648;24992400
06/08/2020;113.497498;113.580002;111.787498;113.355003;113.042816;24431600
07/08/2020;113.125;115.047501;110.375;111.995003;111.686554;34251600
10/08/2020;113.342499;114.082497;108.565002;111.650002;111.342499;42779600
11/08/2020;110.737503;111.3675;107.957497;108.5;108.201172;35451200
12/08/2020;109.907501;114.669998;109.582497;114.402496;114.087425;46441200
13/08/2020;115.459999;117.217499;113.557503;114.43;114.114845;37446000
14/08/2020;115.300003;117.047501;114.404999;115.639999;115.321495;36643600
17/08/2020;118.512497;124.097504;118.172501;123.370003;123.030243;62130000
18/08/2020;124.5;124.959999;120.862503;122.607498;122.269829;50344800
19/08/2020;122.964996;123.150002;120.980003;121.385002;121.050697;62262400
20/08/2020;119.75;123.75;118.787498;121.410004;121.07563;92138800
21/08/2020;122.017502;128.087494;121.952499;126.834999;126.485687;99986800
24/08/2020;128.837494;129.125;125.074997;127.202499;126.852173;49056400
25/08/2020;126.307503;127.612503;125.737503;127.5;127.148872;28907600
26/08/2020;127.9925;128.684998;126.777496;127.730003;127.378227;32124400
27/08/2020;127.815002;128.5;125.665001;126.282501;125.934708;31760400
28/08/2020;126.75;131.479996;126.425003;131.477493;131.115387;53716000
31/08/2020;131.827499;135.75;130.377502;133.744995;133.376663;50084000
01/09/2020;134.800003;139.9375;134.365005;138.210007;137.87059;51131600
02/09/2020;147.037506;147.267502;139;143.464996;143.112717;87401200
03/09/2020;138.287506;138.845001;128.787506;130.154999;129.835388;94512800
04/09/2020;127.837502;131.75;117.047501;126.224998;125.915016;146368400
08/09/2020;117.345001;125.5;117.042503;119.129997;118.837448;79572800
09/09/2020;124;128.092499;122.317497;127.150002;126.837753;73620000
10/09/2020;129.892502;130.652496;121.669998;123.1175;122.815147;69868400
11/09/2020;124.855003;126.525002;118.957497;121.644997;121.346275;63692800
